int,region,sex,race,age,income,education,postwt
1,Midwest,Female,White,70,<$40k,No College,0.154733066
3,Midwest,Female,White,84,<$40k,Grad School,0.154733066
2,Midwest,Male,White,55,$40-$80k,Grad School,0.268422977
3,Midwest,Male,White,80,$40-$80k,Some College,0.268422977
5,Midwest,Female,White,66,<$40k,Grad School,0.154733066
2,South,Male,Hispanic,82,<$40k,No College,0.604890752
2,South,Male,White,83,$40-$80k,Some College,0.268422977
4,South,Male,White,28,$40-$80k,Grad School,1.379636378
1,West,Female,White,65,>$80k,Grad School,0.154733066
2,West,Male,Hispanic,58,$40-$80k,Some College,0.604890752
3,West,Male,White,75,MISSING,Grad School,0.268422977
2,West,Female,Asian,45,>$80k,Grad School,0.508954536
3,West,Female,Hispanic,54,>$80k,College Grad,0.508954536
3,West,Male,White,83,$40-$80k,No College,0.268422977
3,South,Female,White,75,<$40k,No College,0.154733066
1,South,Male,Other,96,$40-$80k,Grad School,0.604890752
1,South,Male,White,18,>$80k,No College,1.379636378
2,South,Male,White,60,$40-$80k,Grad School,0.268422977
2,South,Female,White,81,$40-$80k,College Grad,0.154733066
2,South,Male,White,86,>$80k,Grad School,0.268422977
2,South,Male,White,84,<$40k,No College,0.268422977
3,South,Female,White,59,<$40k,No College,0.154733066
4,South,Female,White,72,$40-$80k,No College,0.154733066
1,South,Male,White,74,>$80k,Grad School,0.268422977
2,South,Female,White,62,<$40k,Grad School,0.154733066
2,South,Male,White,63,$40-$80k,Grad School,0.268422977
1,South,Female,White,60,$40-$80k,College Grad,0.154733066
5,South,Female,White,81,<$40k,No College,0.154733066
1,South,Female,White,63,<$40k,No College,0.154733066
1,South,Male,White,59,>$80k,Grad School,0.268422977
3,South,Female,White,53,<$40k,No College,0.154733066
3,South,Female,White,52,$40-$80k,No College,0.154733066
3,South,Female,White,48,$40-$80k,No College,0.154733066
3,South,Female,White,44,>$80k,Some College,0.154733066
1,South,Male,Hispanic,50,<$40k,No College,0.604890752
5,South,Female,White,83,$40-$80k,No College,0.154733066
5,South,Female,White,69,MISSING,No College,0.154733066
3,South,Male,White,63,>$80k,Grad School,0.268422977
3,South,Female,White,79,<$40k,Some College,0.154733066
3,South,Male,Other,61,>$80k,College Grad,0.604890752
2,South,Female,White,66,<$40k,No College,0.154733066
4,South,Female,White,76,$40-$80k,Some College,0.154733066
2,South,Female,White,86,MISSING,Grad School,0.154733066
4,South,Female,Black,42,<$40k,Some College,1.212827831
3,South,Female,White,46,<$40k,No College,0.154733066
2,Northeast,Female,White,45,<$40k,No College,0.154733066
1,Northeast,Male,Black,75,<$40k,Some College,0.604890752
3,Northeast,Male,White,80,$40-$80k,Some College,0.268422977
2,Northeast,Female,White,40,$40-$80k,Grad School,1.19171607
2,Northeast,Female,White,80,<$40k,Some College,0.154733066
2,Northeast,Male,White,68,$40-$80k,Grad School,0.268422977
5,Northeast,Female,White,49,<$40k,Some College,0.154733066
2,Midwest,Female,White,78,MISSING,No College,0.154733066
2,Midwest,Female,White,92,$40-$80k,No College,0.154733066
2,Midwest,Male,White,48,<$40k,Some College,0.268422977
3,Midwest,Female,White,65,<$40k,No College,0.154733066
1,Midwest,Male,Asian,35,<$40k,Grad School,1.993899145
2,Midwest,Female,White,41,>$80k,College Grad,1.19171607
2,Midwest,Male,White,72,>$80k,College Grad,0.268422977
2,Midwest,Female,White,76,<$40k,College Grad,0.154733066
2,South,Male,White,59,>$80k,Grad School,0.268422977
2,South,Male,White,77,<$40k,College Grad,0.268422977
1,South,Male,Black,63,<$40k,College Grad,0.604890752
3,South,Female,White,78,$40-$80k,Some College,0.154733066
3,South,Male,White,80,$40-$80k,Some College,0.268422977
3,South,Female,White,61,$40-$80k,College Grad,0.154733066
1,South,Female,White,61,>$80k,Grad School,0.154733066
2,South,Female,White,44,$40-$80k,Some College,0.154733066
4,South,Male,Black,72,>$80k,Grad School,0.604890752
3,Northeast,Male,White,57,>$80k,Grad School,0.268422977
3,Northeast,Female,Other,50,<$40k,No College,0.508954536
3,Northeast,Female,White,62,$40-$80k,Some College,0.154733066
3,Northeast,Female,White,72,<$40k,No College,0.154733066
4,Northeast,Female,White,36,>$80k,Some College,1.19171607
5,Northeast,Female,White,81,<$40k,Some College,0.154733066
2,Northeast,Female,White,65,$40-$80k,Grad School,0.154733066
2,Northeast,Female,White,29,$40-$80k,Grad School,1.19171607
1,Northeast,Male,White,53,>$80k,College Grad,0.268422977
1,South,Female,White,20,<$40k,No College,1.19171607
2,South,Male,White,47,$40-$80k,College Grad,0.268422977
2,South,Female,White,66,<$40k,Grad School,0.154733066
2,South,Male,White,57,MISSING,College Grad,0.268422977
5,South,Male,White,80,<$40k,Some College,0.268422977
3,South,Female,White,39,MISSING,College Grad,1.19171607
2,South,Female,White,59,>$80k,Grad School,0.154733066
3,South,Female,White,71,<$40k,Grad School,0.154733066
3,Northeast,Male,White,55,>$80k,Some College,0.268422977
3,Northeast,Female,White,70,MISSING,Some College,0.154733066
5,Northeast,Female,White,88,<$40k,No College,0.154733066
2,Northeast,Female,White,32,>$80k,Some College,1.19171607
2,Northeast,Female,White,47,>$80k,Grad School,0.154733066
2,Northeast,Female,White,30,$40-$80k,College Grad,1.19171607
2,Northeast,Male,White,45,>$80k,Grad School,0.268422977
2,Northeast,Female,White,28,>$80k,Some College,1.19171607
1,Northeast,Female,White,48,>$80k,Grad School,0.154733066
2,Northeast,Female,White,47,>$80k,Some College,0.154733066
2,Northeast,Female,White,61,$40-$80k,Some College,0.154733066
3,Northeast,Male,Hispanic,42,$40-$80k,Some College,1.993899145
1,Northeast,Female,White,30,$40-$80k,Some College,1.19171607
5,Northeast,Male,White,77,$40-$80k,Grad School,0.268422977
1,Northeast,Male,Asian,59,$40-$80k,Grad School,0.604890752
2,Northeast,Female,White,80,$40-$80k,Some College,0.154733066
1,Northeast,Female,White,63,$40-$80k,Some College,0.154733066
2,Northeast,Female,White,51,<$40k,No College,0.154733066
2,South,Female,White,64,<$40k,Some College,0.154733066
2,South,Female,White,80,$40-$80k,College Grad,0.154733066
3,South,Female,White,82,$40-$80k,Grad School,0.154733066
3,South,Female,White,90,<$40k,No College,0.154733066
1,South,Male,White,61,>$80k,College Grad,0.268422977
2,South,Female,Other,50,MISSING,Some College,0.508954536
5,South,Male,White,41,<$40k,Some College,1.379636378
2,South,Female,White,78,<$40k,Some College,0.154733066
2,South,Male,Black,78,<$40k,College Grad,0.604890752
3,South,Female,White,66,<$40k,Some College,0.154733066
2,South,Male,White,33,<$40k,No College,1.379636378
1,South,Male,White,57,>$80k,College Grad,0.268422977
2,South,Female,Black,40,>$80k,Some College,1.212827831
2,South,Male,White,50,<$40k,Grad School,0.268422977
2,South,Male,White,60,<$40k,College Grad,0.268422977
2,South,Female,White,49,<$40k,No College,0.154733066
1,South,Female,White,65,<$40k,No College,0.154733066
1,South,Male,White,61,$40-$80k,Grad School,0.268422977
1,South,Male,White,28,>$80k,College Grad,1.379636378
2,South,Male,White,43,$40-$80k,College Grad,1.379636378
3,South,Male,White,67,>$80k,Some College,0.268422977
3,South,Female,Black,50,$40-$80k,No College,0.508954536
2,South,Male,White,49,<$40k,No College,0.268422977
1,South,Female,White,65,$40-$80k,Some College,0.154733066
2,South,Female,White,62,>$80k,Some College,0.154733066
3,South,Female,White,52,<$40k,Some College,0.154733066
5,South,Female,White,69,$40-$80k,Some College,0.154733066
2,South,Female,White,56,$40-$80k,Some College,0.154733066
4,South,Male,White,18,>$80k,Some College,1.379636378
2,South,Female,White,84,<$40k,Some College,0.154733066
3,South,Female,White,68,<$40k,Some College,0.154733066
3,South,Female,White,52,$40-$80k,Some College,0.154733066
3,South,Female,White,44,<$40k,College Grad,0.154733066
3,South,Female,White,82,<$40k,No College,0.154733066
3,South,Male,White,54,$40-$80k,No College,0.268422977
2,South,Male,White,75,$40-$80k,Grad School,0.268422977
1,South,Male,White,38,$40-$80k,Some College,1.379636378
1,South,Female,White,55,>$80k,College Grad,0.154733066
5,South,Female,White,75,<$40k,Some College,0.154733066
3,South,Female,White,62,$40-$80k,Some College,0.154733066
2,South,Female,White,70,MISSING,Grad School,0.154733066
3,South,Female,Hispanic,53,<$40k,Some College,0.508954536
2,South,Female,Black,80,<$40k,No College,0.508954536
3,South,Female,White,56,<$40k,Some College,0.154733066
2,South,Male,White,79,$40-$80k,No College,0.268422977
5,South,Female,White,60,>$80k,Grad School,0.154733066
2,South,Male,White,78,$40-$80k,Grad School,0.268422977
2,South,Female,Black,88,<$40k,Grad School,0.508954536
3,South,Male,White,57,>$80k,Some College,0.268422977
2,South,Male,White,62,$40-$80k,No College,0.268422977
2,South,Male,White,72,<$40k,Grad School,0.268422977
5,South,Female,White,90,$40-$80k,Some College,0.154733066
3,South,Female,White,50,>$80k,Some College,0.154733066
2,South,Female,White,64,$40-$80k,Grad School,0.154733066
2,South,Male,White,63,$40-$80k,Some College,0.268422977
2,South,Male,Black,50,$40-$80k,Grad School,0.604890752
3,South,Female,Black,80,<$40k,Some College,0.508954536
2,South,Male,Black,69,$40-$80k,Some College,0.604890752
2,South,Female,White,65,MISSING,Some College,0.154733066
3,South,Female,White,73,<$40k,No College,0.154733066
2,South,Female,White,60,<$40k,Some College,0.154733066
1,South,Female,Black,55,>$80k,No College,0.508954536
3,West,Female,Black,54,<$40k,Some College,0.508954536
3,West,Female,White,54,$40-$80k,Some College,0.154733066
2,West,Female,White,36,$40-$80k,Some College,1.19171607
1,West,Male,White,76,$40-$80k,Grad School,0.268422977
2,West,Male,White,61,$40-$80k,College Grad,0.268422977
2,Northeast,Female,White,67,$40-$80k,No College,0.154733066
2,Northeast,Male,White,75,>$80k,Some College,0.268422977
1,Northeast,Male,White,55,>$80k,Grad School,0.268422977
2,Northeast,Female,White,20,$40-$80k,Some College,1.19171607
2,Northeast,Male,White,46,>$80k,College Grad,0.268422977
2,Northeast,Female,White,45,$40-$80k,College Grad,0.154733066
5,West,Female,Hispanic,18,$40-$80k,Some College,1.212827831
1,West,Male,Black,98,>$80k,Grad School,0.604890752
5,South,Female,White,31,>$80k,Grad School,1.19171607
1,South,Male,White,85,$40-$80k,Some College,0.268422977
3,South,Female,White,85,$40-$80k,College Grad,0.154733066
1,South,Male,White,49,>$80k,College Grad,0.268422977
4,South,Female,Hispanic,21,<$40k,No College,1.212827831
2,South,Female,Black,84,<$40k,Grad School,0.508954536
3,South,Female,White,20,<$40k,Some College,1.19171607
2,South,Male,White,57,$40-$80k,Some College,0.268422977
3,South,Female,Other,37,$40-$80k,No College,1.212827831
3,South,Male,Asian,76,$40-$80k,College Grad,0.604890752
4,South,Female,White,82,<$40k,Some College,0.154733066
1,South,Male,White,65,$40-$80k,Some College,0.268422977
5,South,Male,White,57,$40-$80k,No College,0.268422977
2,South,Male,White,74,MISSING,No College,0.268422977
3,Midwest,Female,White,87,<$40k,Some College,0.154733066
5,Midwest,Female,White,79,<$40k,Some College,0.154733066
5,Northeast,Female,White,73,<$40k,Some College,0.154733066
5,Northeast,Female,White,45,>$80k,Grad School,0.154733066
5,Northeast,Female,White,95,<$40k,Some College,0.154733066
2,South,Female,White,51,MISSING,Some College,0.154733066
1,South,Female,White,69,$40-$80k,Some College,0.154733066
1,South,Male,White,37,MISSING,MISSING,1.379636378
1,West,Female,Black,24,$40-$80k,Grad School,1.212827831
3,West,Female,White,63,>$80k,College Grad,0.154733066
2,West,Male,White,81,$40-$80k,No College,0.268422977
1,West,Female,White,70,$40-$80k,Grad School,0.154733066
2,West,Female,Hispanic,27,<$40k,Some College,1.212827831
3,West,Female,White,88,<$40k,College Grad,0.154733066
3,West,Female,White,65,$40-$80k,Some College,0.154733066
3,West,Male,White,71,<$40k,Grad School,0.268422977
2,West,Female,Other,60,<$40k,College Grad,0.508954536
2,West,Female,White,86,$40-$80k,Some College,0.154733066
1,West,Male,Other,31,>$80k,Grad School,1.993899145
2,West,Female,White,73,<$40k,Some College,0.154733066
5,West,Female,White,70,MISSING,Some College,0.154733066
2,West,Female,White,91,$40-$80k,Grad School,0.154733066
2,South,Female,White,36,$40-$80k,No College,1.19171607
2,South,Female,White,67,$40-$80k,No College,0.154733066
2,South,Male,White,67,<$40k,Some College,0.268422977
2,South,Female,White,42,<$40k,No College,1.19171607
2,South,Male,Black,78,<$40k,No College,0.604890752
1,South,Male,White,59,MISSING,Grad School,0.268422977
1,South,Female,White,54,<$40k,Some College,0.154733066
2,South,Male,White,26,>$80k,Some College,1.379636378
2,South,Female,White,62,<$40k,Some College,0.154733066
3,South,Female,Black,87,<$40k,No College,0.508954536
2,South,Male,White,69,$40-$80k,No College,0.268422977
2,South,Female,Other,58,<$40k,Some College,0.508954536
2,South,Male,White,84,$40-$80k,College Grad,0.268422977
2,South,Male,White,73,$40-$80k,Grad School,0.268422977
2,South,Female,Black,63,$40-$80k,Grad School,0.508954536
5,South,Female,White,31,$40-$80k,No College,1.19171607
3,South,Female,White,75,$40-$80k,College Grad,0.154733066
1,South,Female,White,72,$40-$80k,Grad School,0.154733066
2,South,Female,White,48,$40-$80k,College Grad,0.154733066
3,South,Female,Black,62,<$40k,Some College,0.508954536
3,South,Female,White,47,<$40k,Some College,0.154733066
2,South,Female,White,76,<$40k,Grad School,0.154733066
2,South,Female,White,66,>$80k,College Grad,0.154733066
2,South,Male,White,68,>$80k,Grad School,0.268422977
3,South,Female,White,66,$40-$80k,Grad School,0.154733066
5,South,Female,Black,75,MISSING,MISSING,0.508954536
3,Midwest,Female,White,71,<$40k,No College,0.154733066
2,Midwest,Female,White,69,$40-$80k,Some College,0.154733066
3,Midwest,Male,White,78,<$40k,No College,0.268422977
2,Midwest,Female,White,83,<$40k,No College,0.154733066
3,Midwest,Female,White,73,<$40k,No College,0.154733066
2,Midwest,Female,White,64,<$40k,Some College,0.154733066
2,Midwest,Female,White,57,>$80k,Grad School,0.154733066
1,Midwest,Male,White,28,<$40k,Grad School,1.379636378
2,Midwest,Female,White,55,>$80k,College Grad,0.154733066
2,Midwest,Female,White,75,<$40k,No College,0.154733066
3,Midwest,Female,White,62,<$40k,Some College,0.154733066
3,Midwest,Female,White,78,$40-$80k,No College,0.154733066
2,Midwest,Male,White,44,$40-$80k,Grad School,0.268422977
3,Midwest,Female,White,46,$40-$80k,No College,0.154733066
3,West,Female,White,37,>$80k,Grad School,1.19171607
2,West,Male,White,79,$40-$80k,No College,0.268422977
5,West,Female,White,60,<$40k,College Grad,0.154733066
2,West,Female,White,62,$40-$80k,Grad School,0.154733066
1,West,Male,White,61,>$80k,College Grad,0.268422977
4,West,Female,White,80,>$80k,Grad School,0.154733066
3,West,Female,White,86,<$40k,No College,0.154733066
1,South,Female,Black,36,<$40k,College Grad,1.212827831
2,South,Female,White,80,$40-$80k,No College,0.154733066
1,South,Female,White,76,$40-$80k,Grad School,0.154733066
2,South,Male,White,74,$40-$80k,Some College,0.268422977
2,South,Female,White,62,<$40k,No College,0.154733066
5,South,Male,Black,55,<$40k,No College,0.604890752
2,Midwest,Female,White,78,<$40k,Grad School,0.154733066
3,Midwest,Female,Hispanic,63,<$40k,No College,0.508954536
2,Midwest,Female,White,60,$40-$80k,Grad School,0.154733066
5,Midwest,Female,White,87,<$40k,College Grad,0.154733066
5,Midwest,Female,White,39,<$40k,Some College,1.19171607
2,Midwest,Female,White,55,$40-$80k,Some College,0.154733066
2,Midwest,Female,White,56,$40-$80k,Some College,0.154733066
3,Midwest,Male,White,27,$40-$80k,Some College,1.379636378
4,Midwest,Female,White,63,<$40k,No College,0.154733066
2,Midwest,Female,White,80,<$40k,Some College,0.154733066
2,Midwest,Female,White,70,$40-$80k,No College,0.154733066
3,Midwest,Female,White,70,<$40k,Some College,0.154733066
2,Midwest,Female,White,76,<$40k,College Grad,0.154733066
2,Midwest,Female,White,79,<$40k,Some College,0.154733066
3,Midwest,Male,White,80,$40-$80k,Some College,0.268422977
3,Midwest,Female,White,27,$40-$80k,No College,1.19171607
2,South,Male,Asian,49,<$40k,Grad School,0.604890752
1,South,Male,White,58,$40-$80k,College Grad,0.268422977
3,South,Female,White,74,<$40k,Some College,0.154733066
5,South,Female,White,47,<$40k,Some College,0.154733066
4,South,Female,White,87,<$40k,No College,0.154733066
3,South,Female,White,66,<$40k,Some College,0.154733066
1,West,Female,White,48,>$80k,Some College,0.154733066
3,West,Female,White,64,>$80k,College Grad,0.154733066
2,West,Male,White,78,$40-$80k,Some College,0.268422977
2,West,Male,White,75,>$80k,College Grad,0.268422977
2,West,Female,Hispanic,47,<$40k,Some College,0.508954536
2,West,Male,White,55,>$80k,Grad School,0.268422977
2,West,Male,White,73,$40-$80k,Some College,0.268422977
3,West,Male,White,77,<$40k,Grad School,0.268422977
1,West,Male,White,60,$40-$80k,Grad School,0.268422977
3,West,Male,White,45,>$80k,College Grad,0.268422977
4,West,Female,White,55,<$40k,Some College,0.154733066
2,Midwest,Female,White,74,$40-$80k,Some College,0.154733066
3,Midwest,Male,White,71,$40-$80k,Grad School,0.268422977
2,Midwest,Female,White,44,<$40k,Some College,0.154733066
1,Midwest,Female,White,59,$40-$80k,Grad School,0.154733066
2,Midwest,Female,White,74,>$80k,No College,0.154733066
2,South,Male,White,68,>$80k,Some College,0.268422977
2,South,Female,Black,57,>$80k,Grad School,0.508954536
3,South,Female,White,87,<$40k,No College,0.154733066
3,South,Male,White,51,$40-$80k,No College,0.268422977
1,South,Female,White,75,>$80k,College Grad,0.154733066
1,South,Female,White,80,<$40k,Grad School,0.154733066
3,South,Male,Asian,75,>$80k,Grad School,0.604890752
3,South,Male,Hispanic,34,>$80k,College Grad,1.993899145
3,South,Male,White,62,$40-$80k,Grad School,0.268422977
2,West,Male,White,64,$40-$80k,College Grad,0.268422977
3,West,Female,White,70,MISSING,Some College,0.154733066
2,West,Male,White,77,$40-$80k,Grad School,0.268422977
1,West,Male,White,66,<$40k,Grad School,0.268422977
2,West,Female,Other,46,$40-$80k,Some College,0.508954536
2,West,Male,White,53,<$40k,College Grad,0.268422977
2,West,Female,White,51,$40-$80k,Some College,0.154733066
5,West,Female,White,63,<$40k,Grad School,0.154733066
3,South,Female,Black,50,$40-$80k,College Grad,0.508954536
3,South,Male,Black,56,$40-$80k,College Grad,0.604890752
1,South,Female,White,25,>$80k,College Grad,1.19171607
2,South,Male,Black,52,<$40k,No College,0.604890752
1,South,Male,White,76,MISSING,Grad School,0.268422977
2,South,Male,White,74,<$40k,No College,0.268422977
1,South,Male,White,67,>$80k,Grad School,0.268422977
3,South,Female,White,53,MISSING,Some College,0.154733066
3,South,Female,White,26,$40-$80k,Some College,1.19171607
3,South,Female,Asian,61,>$80k,Grad School,0.508954536
2,South,Female,White,56,<$40k,College Grad,0.154733066
3,South,Female,White,67,<$40k,No College,0.154733066
1,South,Male,Other,81,MISSING,MISSING,0.604890752
3,South,Female,White,70,$40-$80k,Some College,0.154733066
2,Northeast,Female,White,52,$40-$80k,Grad School,0.154733066
1,Northeast,Male,White,85,<$40k,No College,0.268422977
2,Northeast,Male,White,36,$40-$80k,Grad School,1.379636378
2,Northeast,Female,White,62,>$80k,Some College,0.154733066
2,Northeast,Female,White,60,MISSING,Grad School,0.154733066
1,Northeast,Male,White,75,>$80k,Grad School,0.268422977
4,Northeast,Female,White,55,>$80k,Grad School,0.154733066
3,Northeast,Male,Other,67,>$80k,Some College,0.604890752
2,Northeast,Male,White,20,$40-$80k,Some College,1.379636378
2,Northeast,Female,White,69,<$40k,Some College,0.154733066
2,Northeast,Female,White,56,>$80k,College Grad,0.154733066
2,Northeast,Female,White,54,MISSING,No College,0.154733066
3,Northeast,Female,White,61,>$80k,Grad School,0.154733066
1,South,Female,Hispanic,46,<$40k,No College,0.508954536
2,South,Male,White,63,$40-$80k,No College,0.268422977
2,South,Female,White,78,$40-$80k,Some College,0.154733066
3,South,Female,White,74,<$40k,Some College,0.154733066
2,South,Female,White,73,MISSING,Some College,0.154733066
1,South,Male,White,43,>$80k,Some College,1.379636378
2,South,Male,White,80,<$40k,Grad School,0.268422977
3,South,Male,White,76,<$40k,Some College,0.268422977
2,South,Female,White,54,>$80k,No College,0.154733066
3,South,Male,White,67,>$80k,No College,0.268422977
5,Midwest,Female,White,85,<$40k,No College,0.154733066
3,Midwest,Male,White,37,<$40k,Some College,1.379636378
2,Midwest,Female,White,74,<$40k,Some College,0.154733066
2,Midwest,Female,White,62,>$80k,Grad School,0.154733066
3,Midwest,Female,White,31,<$40k,College Grad,1.19171607
3,Midwest,Female,White,76,<$40k,Some College,0.154733066
4,Midwest,Female,White,40,<$40k,Some College,1.19171607
3,Midwest,Female,White,51,$40-$80k,Some College,0.154733066
2,Midwest,Female,White,78,<$40k,Some College,0.154733066
5,Midwest,Female,White,80,<$40k,No College,0.154733066
