year,crimetype,violent,arrest,domestic,commarea,location
2003,fraud,0,0,0,25,CURRENCY EXCHANGE
2003,theft,0,0,0,31,STREET
2003,simpleasslt,1,0,0,42,CTA BUS
2003,simpleasslt,1,0,1,28,CHA APARTMENT
2003,burglary,0,0,0,73,APARTMENT
2003,vandalism,0,0,0,75,RESIDENCE
2003,threat,0,0,1,25,APARTMENT
2003,idtheft,0,0,0,36,RESIDENCE
2003,burglary,0,1,0,25,RESIDENCE-GARAGE
2003,vandalism,0,1,0,61,PARKING LOT/GARAGE(NON.RESID.)
2003,theft,0,0,0,25,VEHICLE NON-COMMERCIAL
2003,trespass,0,1,0,20,RESIDENCE
2003,theft,0,0,0,15,STREET
2003,theft,0,0,0,6,RESIDENCE PORCH/HALLWAY
2003,weapon,0,1,0,53,STREET
2003,simpleasslt,1,0,0,75,STREET
2003,mvtheft,0,0,0,13,STREET
2003,mvtheft,0,0,0,59,STREET
2003,robbery,1,0,0,40,SIDEWALK
2003,narcotics,0,1,0,49,STREET
2003,theft,0,0,0,44,STREET
2003,vandalism,0,0,0,43,RESIDENCE
2003,narcotics,0,1,0,68,ALLEY
2003,simpleasslt,1,0,0,31,STREET
2001,fraud,0,0,0,32,COMMERCIAL / BUSINESS OFFICE
2003,robbery,1,0,0,24,SIDEWALK
2003,idtheft,0,0,0,7,SMALL RETAIL STORE
2003,theft,0,0,0,77,PARK PROPERTY
2003,simpleasslt,1,0,1,47,STREET
2003,simpleasslt,1,0,0,44,RESIDENCE
2003,vandalism,0,0,0,43,STREET
2003,narcotics,0,1,0,43,VACANT LOT/LAND
2003,simpleasslt,1,0,1,40,STREET
2003,vandalism,0,0,0,42,"SCHOOL, PUBLIC, BUILDING"
2003,fraud,0,0,0,43,APARTMENT
2003,robbery,1,0,0,2,SIDEWALK
2003,aggasslt,1,0,0,22,STREET
2003,aggasslt,1,1,1,40,APARTMENT
2003,theft,0,1,0,75,RESIDENCE
2003,vandalism,0,0,0,71,STREET
2003,theft,0,1,0,64,SMALL RETAIL STORE
2003,aggasslt,1,0,0,61,STREET
2003,theft,0,0,0,20,PARKING LOT/GARAGE(NON.RESID.)
2003,narcotics,0,1,0,61,STREET
2003,vandalism,0,0,0,58,STREET
2003,theft,0,0,0,14,STREET
2003,theft,0,0,0,8,STREET
2003,narcotics,0,1,0,25,STREET
2003,theft,0,0,0,56,STREET
2003,aggasslt,1,0,0,30,RESIDENCE
2003,simpleasslt,1,0,0,7,STREET
2003,threat,0,0,0,49,RESIDENCE
2003,aggasslt,1,0,0,49,"SCHOOL, PUBLIC, BUILDING"
2003,theft,0,0,0,62,STREET
2003,theft,0,1,0,32,DEPARTMENT STORE
2003,narcotics,0,1,0,15,OTHER
2003,aggasslt,1,0,1,42,RESIDENCE
2003,vandalism,0,0,0,43,OTHER
2003,aggasslt,1,0,1,25,RESIDENCE PORCH/HALLWAY
2003,threat,0,0,1,71,STREET
2003,threat,0,0,0,69,RESIDENCE
2003,threat,0,0,1,25,RESIDENCE
2003,vandalism,0,0,0,24,APARTMENT
2003,narcotics,0,1,0,71,STREET
2003,simpleasslt,1,0,0,71,RESIDENCE
2003,robbery,1,0,0,49,STREET
2003,theft,0,0,0,41,"SCHOOL, PRIVATE, BUILDING"
2003,burglary,0,0,0,5,RESIDENCE
2003,simpleasslt,1,0,1,25,APARTMENT
2003,burglary,0,0,0,71,RESIDENCE
2003,theft,0,0,0,66,VEHICLE NON-COMMERCIAL
2003,vandalism,0,0,0,61,STREET
2003,narcotics,0,1,0,39,SIDEWALK
2003,simpleasslt,1,0,1,48,STREET
2003,simpleasslt,1,0,0,67,PARK PROPERTY
2003,simpleasslt,1,0,0,71,STREET
2003,fraud,0,0,0,58,STREET
2003,burglary,0,0,0,19,RESIDENCE-GARAGE
2003,sexualasslt,1,0,0,67,APARTMENT
2003,simpleasslt,1,1,0,23,SIDEWALK
2003,theft,0,0,0,21,STREET
2003,theft,0,0,0,38,OTHER
2003,theft,0,0,0,76,GROCERY FOOD STORE
2003,simpleasslt,1,0,1,67,RESIDENCE PORCH/HALLWAY
2003,vandalism,0,0,0,59,RESIDENCE-GARAGE
2003,vandalism,0,0,0,49,CURRENCY EXCHANGE
2003,mvtheft,0,0,0,41,STREET
2003,simpleasslt,1,1,0,7,STREET
2003,aggasslt,1,0,0,54,OTHER
2003,simpleasslt,1,0,0,54,SIDEWALK
2003,burglary,0,0,0,38,OTHER
2003,theft,0,0,0,69,GAS STATION
2003,robbery,1,0,0,21,OTHER
2003,narcotics,0,1,0,35,CHA HALLWAY/STAIRWELL/ELEVATOR
2003,vandalism,0,0,0,25,RESIDENCE PORCH/HALLWAY
2003,simpleasslt,1,0,0,17,ALLEY
2003,theft,0,0,0,8,STREET
2003,narcotics,0,1,0,32,SIDEWALK
2003,mvtheft,0,0,0,43,STREET
2003,theft,0,1,0,56,SMALL RETAIL STORE
2003,other,0,0,1,15,STREET
2003,threat,0,0,1,67,RESIDENCE
2003,vandalism,0,0,0,28,STREET
2003,simpleasslt,1,0,0,71,STREET
2003,simpleasslt,1,0,1,25,APARTMENT
2003,idtheft,0,0,0,71,RESIDENCE
2003,simpleasslt,1,0,1,67,RESIDENCE
2003,other,0,1,0,23,STREET
2003,trespass,0,1,0,8,RESIDENCE
2003,simpleasslt,1,0,0,61,STREET
2003,simpleasslt,1,0,1,1,APARTMENT
2003,trespass,0,0,0,46,APARTMENT
2003,threat,0,0,0,52,RESIDENCE
2003,vandalism,0,0,0,46,RESIDENCE
2003,vandalism,0,0,0,16,CTA BUS
2003,other,0,1,0,28,STREET
2003,vandalism,0,0,0,65,PARKING LOT/GARAGE(NON.RESID.)
2003,mvtheft,0,0,0,7,STREET
2003,theft,0,0,0,43,OTHER
2003,simpleasslt,1,0,0,24,STREET
2003,vandalism,0,0,0,75,RESIDENTIAL YARD (FRONT/BACK)
2003,theft,0,0,0,22,RESIDENCE-GARAGE
2003,theft,0,0,0,8,SMALL RETAIL STORE
2003,aggasslt,1,0,0,26,ALLEY
2003,vandalism,0,0,0,42,STREET
2003,mvtheft,0,0,0,20,STREET
2003,simpleasslt,1,0,0,69,CTA BUS
2003,simpleasslt,1,0,1,23,SIDEWALK
2003,burglary,0,0,0,7,APARTMENT
2003,theft,0,0,0,31,STREET
2003,vandalism,0,0,0,52,RESIDENCE
2003,theft,0,0,0,12,RESIDENCE
2003,narcotics,0,1,0,27,PARK PROPERTY
2003,vandalism,0,0,0,17,"SCHOOL, PRIVATE, BUILDING"
2003,narcotics,0,1,0,61,ALLEY
2003,threat,0,0,0,42,APARTMENT
2003,theft,0,0,0,24,STREET
2003,idtheft,0,0,0,53,RESIDENCE
2003,threat,0,0,1,46,SIDEWALK
2003,simpleasslt,1,0,0,51,"SCHOOL, PUBLIC, BUILDING"
2003,theft,0,0,0,14,STREET
2003,sexualasslt,1,0,0,62,ALLEY
2003,simpleasslt,1,1,0,52,STREET
2003,theft,0,1,0,21,DRUG STORE
2003,robbery,1,0,0,38,STREET
2003,other,0,1,0,38,STREET
2003,fraud,0,1,0,67,SIDEWALK
2003,narcotics,0,1,0,27,STREET
2003,other,0,1,0,25,STREET
2003,simpleasslt,1,0,1,41,APARTMENT
2003,theft,0,0,0,71,STREET
2003,vandalism,0,0,0,24,OTHER
2003,mvtheft,0,0,0,35,PARKING LOT/GARAGE(NON.RESID.)
2003,narcotics,0,1,0,22,SIDEWALK
2003,simpleasslt,1,0,0,42,"SCHOOL, PUBLIC, BUILDING"
2003,narcotics,0,1,0,43,STREET
2003,theft,0,0,0,32,RESTAURANT
2003,trespass,0,0,0,25,RESTAURANT
2003,theft,0,0,0,24,PARKING LOT/GARAGE(NON.RESID.)
2003,theft,0,0,0,71,RESIDENCE
2003,other,0,0,0,46,PARKING LOT/GARAGE(NON.RESID.)
2003,mvtheft,0,0,0,37,STREET
2003,theft,0,0,0,32,COMMERCIAL / BUSINESS OFFICE
2003,other,0,1,0,27,STREET
2003,theft,0,0,0,28,SPORTS ARENA/STADIUM
2003,simpleasslt,1,0,0,49,SIDEWALK
2003,narcotics,0,1,0,25,STREET
2003,narcotics,0,1,0,25,STREET
2003,mvtheft,0,0,0,68,ALLEY
2003,vandalism,0,0,0,25,STREET
2003,simpleasslt,1,0,0,56,"SCHOOL, PUBLIC, BUILDING"
2003,threat,0,0,0,43,APARTMENT
2003,theft,0,0,0,15,STREET
2003,narcotics,0,1,0,66,STREET
2003,aggasslt,1,1,0,41,STREET
2003,mvtheft,0,0,0,23,PARKING LOT/GARAGE(NON.RESID.)
2003,theft,0,0,0,26,APARTMENT
2003,vandalism,0,0,0,71,APARTMENT
2003,burglary,0,0,0,22,APARTMENT
2003,vandalism,0,0,0,38,CHA PARKING LOT/GROUNDS
2003,simpleasslt,1,0,0,77,SMALL RETAIL STORE
2003,vandalism,0,0,1,16,PARKING LOT/GARAGE(NON.RESID.)
2003,theft,0,0,0,68,SIDEWALK
2003,simpleasslt,1,0,1,67,RESIDENCE
2003,mvtheft,0,0,0,53,STREET
2003,robbery,1,0,0,38,ALLEY
2003,mvtheft,0,0,0,66,STREET
2003,narcotics,0,1,0,25,STREET
2003,other,0,1,0,20,STREET
2003,vandalism,0,0,0,16,STREET
2003,narcotics,0,1,0,25,STREET
2003,robbery,1,1,0,30,STREET
2003,vandalism,0,0,0,71,BARBERSHOP
2003,threat,0,0,0,72,RESIDENCE
2003,theft,0,0,0,8,BAR OR TAVERN
2003,theft,0,0,0,64,STREET
2003,simpleasslt,1,0,0,28,CTA BUS
2003,mvtheft,0,0,0,32,STREET
2003,simpleasslt,1,0,0,40,SIDEWALK
2003,burglary,0,0,0,17,COMMERCIAL / BUSINESS OFFICE
2003,vandalism,0,0,0,68,RESIDENCE
2003,simpleasslt,1,0,0,33,CHA APARTMENT
2003,threat,0,0,0,68,RESIDENCE
2003,theft,0,0,0,8,PARKING LOT/GARAGE(NON.RESID.)
2003,narcotics,0,1,0,23,STREET
2003,theft,0,0,0,8,PARKING LOT/GARAGE(NON.RESID.)
2003,mvtheft,0,1,0,60,STREET
2003,vandalism,0,0,0,25,STREET
2003,narcotics,0,1,0,46,SIDEWALK
2003,aggasslt,1,0,0,8,STREET
2003,threat,0,0,0,22,RESIDENCE
2003,simpleasslt,1,0,0,67,RESIDENCE
2003,theft,0,0,0,71,DRUG STORE
2003,theft,0,0,0,49,SIDEWALK
2003,vandalism,0,0,0,27,"SCHOOL, PUBLIC, BUILDING"
2003,trespass,0,1,0,68,RESIDENCE PORCH/HALLWAY
2003,threat,0,0,1,2,APARTMENT
2003,other,0,1,0,27,SIDEWALK
2003,mvtheft,0,0,0,30,PARKING LOT/GARAGE(NON.RESID.)
2003,robbery,1,0,0,35,SIDEWALK
2003,simpleasslt,1,0,0,28,HOSPITAL BUILDING/GROUNDS
2003,vandalism,0,0,0,3,PARKING LOT/GARAGE(NON.RESID.)
2003,mvtheft,0,0,0,66,STREET
2003,other,0,1,0,58,STREET
2003,mvtheft,0,0,0,29,STREET
2003,aggasslt,1,1,0,37,RESIDENCE
2003,theft,0,0,0,6,RESIDENCE-GARAGE
2004,robbery,1,0,0,66,ALLEY
2003,other,0,1,0,8,STREET
2004,theft,0,0,0,44,PARKING LOT/GARAGE(NON.RESID.)
2004,threat,0,0,0,8,RESIDENCE
2003,narcotics,0,1,0,3,RESIDENCE
2004,aggasslt,1,0,1,15,APARTMENT
2004,aggasslt,1,0,0,46,SIDEWALK
2004,robbery,1,0,0,29,STREET
2003,narcotics,0,1,0,47,STREET
2003,narcotics,0,1,0,71,RESIDENCE PORCH/HALLWAY
2003,narcotics,0,1,0,51,OTHER
2004,robbery,1,0,0,44,APARTMENT
2003,other,0,1,0,22,STREET
2003,narcotics,0,1,0,73,STREET
2004,theft,0,0,0,70,VEHICLE NON-COMMERCIAL
2004,simpleasslt,1,0,0,68,APARTMENT
2004,threat,0,0,0,47,RESIDENCE
2004,burglary,0,0,0,28,CONSTRUCTION SITE
2004,burglary,0,0,0,61,RESIDENCE
2004,theft,0,0,0,32,RESTAURANT
2003,narcotics,0,1,0,40,STREET
2003,narcotics,0,1,0,29,CHA PARKING LOT/GROUNDS
2003,narcotics,0,1,0,59,STREET
2004,trespass,0,1,0,32,RESTAURANT
2003,narcotics,0,1,0,35,SIDEWALK
2003,narcotics,0,1,0,69,SIDEWALK
2004,theft,0,0,0,8,RESTAURANT
2004,mvtheft,0,0,0,28,VACANT LOT/LAND
2004,theft,0,0,0,24,RESTAURANT
2004,threat,0,0,0,51,RESIDENCE
2004,aggasslt,1,0,1,42,APARTMENT
2004,theft,0,0,0,65,STREET
2003,narcotics,0,1,0,25,RESIDENCE
2004,theft,0,0,0,66,APARTMENT
2004,simpleasslt,1,0,1,43,APARTMENT
2004,simpleasslt,1,0,0,66,RESIDENCE
2004,robbery,1,0,0,1,SMALL RETAIL STORE
2004,narcotics,0,1,0,27,STREET
2004,fraud,0,0,0,8,WAREHOUSE
2004,robbery,1,0,0,35,STREET
2004,aggasslt,1,0,0,68,STREET
2004,simpleasslt,1,0,1,43,APARTMENT
2003,narcotics,0,1,0,3,STREET
2004,simpleasslt,1,0,0,22,"SCHOOL, PUBLIC, BUILDING"
2004,theft,0,0,0,24,DEPARTMENT STORE
2003,threat,0,0,0,73,RESIDENCE
2004,mvtheft,0,0,0,68,RESIDENTIAL YARD (FRONT/BACK)
2004,trespass,0,1,0,43,RESTAURANT
2004,weapon,0,1,0,67,STREET
2004,theft,0,0,0,48,DEPARTMENT STORE
2004,weapon,0,1,0,40,"SCHOOL, PUBLIC, GROUNDS"
2004,mvtheft,0,0,0,39,STREET
2004,simpleasslt,1,0,1,25,SIDEWALK
2004,weapon,0,1,0,25,STREET
2004,fraud,0,1,0,32,CTA PLATFORM
2004,theft,0,0,0,49,PARKING LOT/GARAGE(NON.RESID.)
2004,simpleasslt,1,0,0,68,"SCHOOL, PRIVATE, GROUNDS"
2004,theft,0,0,0,14,STREET
2004,narcotics,0,1,0,30,SIDEWALK
2004,theft,0,0,0,19,GROCERY FOOD STORE
2004,simpleasslt,1,1,1,22,RESIDENCE
2004,theft,0,0,0,43,DRIVEWAY - RESIDENTIAL
2004,aggasslt,1,0,0,26,ALLEY
2004,theft,0,0,0,29,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2004,fraud,0,0,1,16,APARTMENT
2004,theft,0,0,0,5,RESTAURANT
2004,threat,0,0,0,70,RESIDENCE
2004,aggasslt,1,0,1,27,RESIDENCE
2004,vandalism,0,0,0,17,RESIDENCE
2004,mvtheft,0,0,0,19,STREET
2004,vandalism,0,0,1,30,PARKING LOT/GARAGE(NON.RESID.)
2004,narcotics,0,1,0,53,STREET
2004,narcotics,0,1,0,17,STREET
2004,narcotics,0,1,0,60,POLICE FACILITY/VEH PARKING LOT
2004,simpleasslt,1,0,0,24,RESIDENCE PORCH/HALLWAY
2004,robbery,1,0,0,24,STREET
2004,mvtheft,0,0,0,73,STREET
2004,vandalism,0,0,0,24,STREET
2004,theft,0,0,0,1,RESIDENCE-GARAGE
2004,simpleasslt,1,0,0,54,CHA PARKING LOT/GROUNDS
2004,simpleasslt,1,1,0,26,HOTEL/MOTEL
2004,threat,0,0,0,11,RESIDENCE
2004,narcotics,0,1,0,53,STREET
2004,narcotics,0,1,0,46,STREET
2004,mvtheft,0,0,0,14,STREET
2004,simpleasslt,1,0,0,60,PARKING LOT/GARAGE(NON.RESID.)
2004,simpleasslt,1,0,0,61,"SCHOOL, PUBLIC, BUILDING"
2004,simpleasslt,1,0,1,66,RESIDENCE
2004,threat,0,0,0,44,COMMERCIAL / BUSINESS OFFICE
2004,theft,0,1,0,8,DRUG STORE
2004,theft,0,0,0,46,STREET
2004,weapon,0,0,0,46,APARTMENT
2004,theft,0,0,0,75,OTHER
2004,simpleasslt,1,0,0,29,STREET
2004,vandalism,0,0,1,25,PARKING LOT/GARAGE(NON.RESID.)
2004,aggasslt,1,0,0,24,SIDEWALK
2004,threat,0,0,0,25,"SCHOOL, PUBLIC, BUILDING"
2004,theft,0,0,0,34,STREET
2004,simpleasslt,1,0,0,26,STREET
2004,theft,0,0,0,29,RESIDENCE
2004,simpleasslt,1,0,0,26,STREET
2004,narcotics,0,1,0,66,BAR OR TAVERN
2004,narcotics,0,1,0,25,SIDEWALK
2004,narcotics,0,1,0,69,RESIDENCE
2004,mvtheft,0,0,0,22,STREET
2004,simpleasslt,1,0,0,22,STREET
2004,burglary,0,0,0,20,RESIDENCE-GARAGE
2004,trespass,0,1,0,38,CHA PARKING LOT/GROUNDS
2004,threat,0,0,0,57,"SCHOOL, PUBLIC, BUILDING"
2004,narcotics,0,1,0,30,RESIDENCE
2004,fraud,0,1,0,43,STREET
2004,narcotics,0,1,0,49,STREET
2004,simpleasslt,1,1,0,22,RESTAURANT
2004,vandalism,0,0,0,66,APARTMENT
2004,threat,0,0,0,16,RESIDENCE
2004,other,0,1,0,29,RESIDENCE
2004,narcotics,0,1,0,68,STREET
2004,narcotics,0,1,0,25,SIDEWALK
2004,theft,0,0,0,21,PARKING LOT/GARAGE(NON.RESID.)
2004,aggasslt,1,0,0,43,"SCHOOL, PUBLIC, BUILDING"
2004,burglary,0,0,0,7,APARTMENT
2004,vandalism,0,0,0,23,RESIDENCE
2004,burglary,0,0,0,41,APARTMENT
2004,simpleasslt,1,0,1,61,RESIDENCE
2004,vandalism,0,0,0,8,PARKING LOT/GARAGE(NON.RESID.)
2004,burglary,0,0,0,43,APARTMENT
2004,robbery,1,0,0,53,SIDEWALK
2004,theft,0,0,0,61,"SCHOOL, PRIVATE, BUILDING"
2004,mvtheft,0,0,0,58,STREET
2004,simpleasslt,1,0,0,6,TAVERN/LIQUOR STORE
2004,mvtheft,0,0,0,28,STREET
2004,narcotics,0,1,0,53,STREET
2004,idtheft,0,0,0,24,OTHER
2004,simpleasslt,1,0,0,69,APARTMENT
2004,theft,0,0,0,23,STREET
2004,theft,0,1,0,25,GROCERY FOOD STORE
2004,theft,0,0,1,24,RESIDENCE
2004,theft,0,1,0,16,SMALL RETAIL STORE
2004,simpleasslt,1,0,1,69,APARTMENT
2004,theft,0,0,0,22,RESIDENTIAL YARD (FRONT/BACK)
2004,theft,0,0,0,6,SMALL RETAIL STORE
2004,theft,0,0,0,23,STREET
2004,simpleasslt,1,0,0,2,"SCHOOL, PUBLIC, BUILDING"
2004,simpleasslt,1,0,0,21,"SCHOOL, PUBLIC, BUILDING"
2004,aggasslt,1,1,0,28,RESIDENCE
2004,simpleasslt,1,0,0,25,STREET
2004,vandalism,0,0,0,65,RESIDENCE
2004,narcotics,0,1,0,53,RESIDENCE PORCH/HALLWAY
2004,simpleasslt,1,0,0,58,APARTMENT
2004,narcotics,0,1,0,46,STREET
2004,simpleasslt,1,1,0,61,SIDEWALK
2004,vandalism,0,0,0,14,VEHICLE NON-COMMERCIAL
2004,mvtheft,0,0,0,63,STREET
2004,burglary,0,0,0,6,RESIDENCE
2004,mvtheft,0,1,0,29,STREET
2004,trespass,0,1,0,4,RESIDENCE
2004,simpleasslt,1,0,1,40,OTHER
2004,theft,0,1,0,8,SMALL RETAIL STORE
2004,theft,0,0,0,8,PARKING LOT/GARAGE(NON.RESID.)
2004,theft,0,0,0,27,SIDEWALK
2004,narcotics,0,1,0,29,ALLEY
2004,simpleasslt,1,0,1,46,APARTMENT
2004,vandalism,0,0,0,65,PARKING LOT/GARAGE(NON.RESID.)
2004,vandalism,0,0,0,45,RESIDENCE
2004,vandalism,0,0,0,61,SIDEWALK
2004,simpleasslt,1,0,0,40,STREET
2004,robbery,1,0,0,77,RESIDENCE-GARAGE
2004,simpleasslt,1,0,0,38,STREET
2004,vandalism,0,0,0,25,RESIDENCE
2004,simpleasslt,1,0,0,25,NURSING HOME/RETIREMENT HOME
2004,burglary,0,0,0,66,RESIDENCE
2004,theft,0,0,0,35,STREET
2004,threat,0,0,0,46,RESIDENCE
2004,simpleasslt,1,0,0,27,STREET
2004,vandalism,0,0,0,64,STREET
2004,vandalism,0,0,0,23,STREET
2004,simpleasslt,1,0,0,66,RESIDENCE
2004,theft,0,0,0,71,APARTMENT
2004,simpleasslt,1,1,0,71,STREET
2004,simpleasslt,1,0,1,19,RESIDENCE
2004,simpleasslt,1,0,1,25,RESIDENCE
2004,other,0,0,0,28,CHA PARKING LOT/GROUNDS
2004,trespass,0,1,0,28,PARK PROPERTY
2004,narcotics,0,1,0,25,SIDEWALK
2004,simpleasslt,1,0,0,5,RESIDENCE
2004,vandalism,0,0,0,25,RESIDENCE-GARAGE
2004,simpleasslt,1,1,1,53,STREET
2004,robbery,1,0,0,40,STREET
2004,theft,0,0,0,7,STREET
2004,simpleasslt,1,1,0,46,RESIDENCE
2004,vandalism,0,0,0,30,APARTMENT
2004,theft,0,0,0,8,DEPARTMENT STORE
2004,theft,0,0,0,8,PARKING LOT/GARAGE(NON.RESID.)
2004,arson,0,0,0,20,VEHICLE NON-COMMERCIAL
2004,narcotics,0,1,0,24,STREET
2004,theft,0,0,0,1,SMALL RETAIL STORE
2004,theft,0,0,0,44,PARK PROPERTY
2004,theft,0,0,0,74,OTHER
2004,vandalism,0,0,0,41,STREET
2004,other,0,1,0,67,STREET
2004,theft,0,1,0,32,DEPARTMENT STORE
2004,narcotics,0,1,0,25,STREET
2004,simpleasslt,1,0,0,26,APARTMENT
2004,theft,0,0,0,28,MEDICAL/DENTAL OFFICE
2004,vandalism,0,0,0,31,GROCERY FOOD STORE
2004,robbery,1,0,0,66,SIDEWALK
2004,sexualasslt,1,0,0,26,RESIDENCE
2004,simpleasslt,1,0,1,8,RESIDENCE
2004,idtheft,0,0,0,69,APARTMENT
2004,theft,0,0,0,9,STREET
2004,narcotics,0,1,0,25,STREET
2004,fraud,0,0,0,7,SMALL RETAIL STORE
2004,vandalism,0,0,0,24,RESIDENCE
2004,threat,0,0,0,69,RESIDENCE
2004,mvtheft,0,1,0,49,STREET
2004,burglary,0,0,0,61,RESIDENCE
2004,vandalism,0,0,0,58,RESIDENCE-GARAGE
2004,burglary,0,1,0,60,APARTMENT
2004,threat,0,0,1,6,APARTMENT
2004,theft,0,1,0,3,GROCERY FOOD STORE
2004,theft,0,0,0,14,DEPARTMENT STORE
2004,simpleasslt,1,0,1,69,RESIDENCE
2004,fraud,0,1,0,3,CTA PLATFORM
2004,simpleasslt,1,0,1,65,PARKING LOT/GARAGE(NON.RESID.)
2004,theft,0,0,0,32,PARKING LOT/GARAGE(NON.RESID.)
2004,theft,0,0,0,71,RESIDENCE
2004,burglary,0,0,0,71,RESIDENCE
2004,theft,0,0,0,67,STREET
2004,simpleasslt,1,1,0,32,STREET
2004,vandalism,0,0,0,26,"SCHOOL, PUBLIC, BUILDING"
2004,burglary,0,0,0,23,APARTMENT
2004,narcotics,0,1,0,24,PARK PROPERTY
2004,vandalism,0,0,0,13,STREET
2004,simpleasslt,1,0,0,27,CHA PARKING LOT/GROUNDS
2004,threat,0,1,0,46,RESIDENCE
2004,burglary,0,0,0,43,RESIDENCE
2004,simpleasslt,1,1,1,70,RESIDENCE
2004,theft,0,1,0,43,GROCERY FOOD STORE
2004,simpleasslt,1,0,0,2,RESIDENCE
2004,burglary,0,0,0,61,RESIDENCE-GARAGE
2004,vandalism,0,0,0,16,STREET
2004,theft,0,0,0,25,RESIDENCE
2004,idtheft,0,0,0,44,RESIDENCE
2004,simpleasslt,1,0,0,40,STREET
2004,simpleasslt,1,0,0,11,RESIDENCE
2004,narcotics,0,1,0,69,PARK PROPERTY
2004,simpleasslt,1,0,0,27,APARTMENT
2004,simpleasslt,1,0,0,3,"SCHOOL, PRIVATE, BUILDING"
2004,vandalism,0,1,0,17,STREET
2004,theft,0,0,0,4,SIDEWALK
2004,narcotics,0,1,0,25,STREET
2004,simpleasslt,1,0,0,52,"SCHOOL, PUBLIC, BUILDING"
2004,simpleasslt,1,0,1,25,"SCHOOL, PUBLIC, BUILDING"
2004,robbery,1,0,0,28,RESTAURANT
2004,weapon,0,1,0,16,APARTMENT
2004,fraud,0,0,0,75,DRUG STORE
2004,trespass,0,1,0,33,CHA HALLWAY/STAIRWELL/ELEVATOR
2004,aggasslt,1,0,0,24,STREET
2004,aggasslt,1,1,0,67,APARTMENT
2004,weapon,0,1,0,31,"SCHOOL, PUBLIC, BUILDING"
2004,narcotics,0,1,0,66,STREET
2004,burglary,0,0,0,53,RESIDENCE
2004,vandalism,0,0,0,29,RESIDENCE
2004,theft,0,0,0,67,STREET
2004,simpleasslt,1,0,0,23,SIDEWALK
2004,narcotics,0,1,0,1,STREET
2004,weapon,0,1,0,28,HOSPITAL BUILDING/GROUNDS
2004,fraud,0,1,0,58,BANK
2004,theft,0,0,0,22,OTHER
2004,theft,0,0,0,75,GAS STATION
2004,threat,0,0,1,8,OTHER
2004,aggasslt,1,0,0,73,FACTORY/MANUFACTURING BUILDING
2004,narcotics,0,1,0,29,SIDEWALK
2004,narcotics,0,1,0,23,STREET
2004,vandalism,0,0,0,67,STREET
2004,theft,0,0,0,14,STREET
2004,narcotics,0,1,0,26,STREET
2004,idtheft,0,0,0,48,RESIDENCE
2004,narcotics,0,1,0,14,STREET
2004,simpleasslt,1,0,0,34,CHA HALLWAY/STAIRWELL/ELEVATOR
2004,narcotics,0,1,0,26,STREET
2004,burglary,0,0,0,20,APARTMENT
2004,aggasslt,1,0,0,23,STREET
2004,narcotics,0,1,0,67,STREET
2004,vandalism,0,0,0,23,RESIDENCE
2004,vandalism,0,0,0,49,RESIDENCE
2004,narcotics,0,1,0,27,STREET
2004,narcotics,0,1,0,27,STREET
2004,narcotics,0,1,0,23,SIDEWALK
2004,simpleasslt,1,0,0,7,STREET
2004,theft,0,0,0,15,COIN OPERATED MACHINE
2004,vandalism,0,1,0,16,SIDEWALK
2004,theft,0,0,0,7,RESTAURANT
2004,vandalism,0,0,0,67,STREET
2004,theft,0,0,0,4,STREET
2004,vandalism,0,0,0,24,STREET
2004,burglary,0,0,0,7,RESIDENCE
2004,threat,0,0,0,8,RESIDENCE
2004,burglary,0,0,0,38,RESIDENCE
2004,theft,0,0,0,6,PARKING LOT/GARAGE(NON.RESID.)
2004,robbery,1,0,0,40,SIDEWALK
2004,threat,0,0,1,41,RESIDENCE
2004,simpleasslt,1,0,1,26,RESIDENCE
2004,other,0,1,0,38,STREET
2004,narcotics,0,1,0,55,ALLEY
2004,fraud,0,0,0,72,OTHER
2004,vandalism,0,0,0,43,APARTMENT
2004,vandalism,0,0,0,19,VEHICLE NON-COMMERCIAL
2004,burglary,0,0,0,6,OTHER
2004,simpleasslt,1,0,0,61,STREET
2004,robbery,1,0,0,42,SIDEWALK
2004,aggasslt,1,0,0,30,RESIDENCE
2004,fraud,0,1,0,66,RESIDENCE
2004,simpleasslt,1,1,0,1,STREET
2004,fraud,0,1,0,8,CTA PLATFORM
2004,fraud,0,0,0,7,DEPARTMENT STORE
2004,fraud,0,0,0,32,STREET
2004,other,0,1,0,32,SIDEWALK
2004,burglary,0,0,0,62,RESIDENCE-GARAGE
2004,vandalism,0,0,1,23,STREET
2004,simpleasslt,1,0,0,25,"SCHOOL, PUBLIC, BUILDING"
2004,simpleasslt,1,0,0,25,NURSING HOME/RETIREMENT HOME
2004,theft,0,0,0,25,CTA GARAGE / OTHER PROPERTY
2004,theft,0,0,0,25,APARTMENT
2004,simpleasslt,1,0,1,31,APARTMENT
2004,narcotics,0,1,0,29,SIDEWALK
2004,vandalism,0,0,0,61,SMALL RETAIL STORE
2004,burglary,0,0,0,24,RESIDENCE
2004,burglary,0,0,0,29,RESIDENCE
2004,other,0,1,0,8,STREET
2004,burglary,0,0,0,39,RESIDENCE
2004,mvtheft,0,0,0,3,STREET
2004,threat,0,0,0,72,RESIDENCE
2004,simpleasslt,1,1,0,61,SMALL RETAIL STORE
